"dispenser_id","11-09 09","11-04 21","11-06 23","11-10 16","11-08 20","11-10 05","11-04 09","11-06 12","11-06 08","11-11 09","11-09 04","11-04 18","11-11 03","11-09 22","11-07 20","11-10 01","11-05 17","11-10 12","11-08 09","11-11 18","11-11 06","11-09 15","11-04 00","11-05 06","11-08 13","11-04 13","11-07 01","11-06 19","11-11 11","11-07 16","11-08 02","11-09 11","11-07 12","11-06 00","11-11 13","11-07 23","11-09 20","11-04 17","11-04 05","11-10 22","11-04 10","11-10 09","11-09 00","11-10 06","11-10 11","11-11 20","11-06 18","11-06 07","11-07 21","11-12 00","11-10 00","11-08 21","11-08 19","11-08 10","11-03 21","11-09 03","11-04 16","11-10 17","11-11 02","11-11 00","11-04 06","11-10 15","11-09 14","11-05 05","11-10 04","11-08 14","11-05 16","11-05 11","11-08 08","11-06 13","11-11 17","11-07 10","11-06 01","11-04 02","11-08 03","11-09 10","11-08 18","11-04 22","11-09 21","11-11 14","11-10 23","11-10 18","11-04 11","11-11 07","11-04 07","11-05 10","11-07 02","11-03 20","11-05 09","11-08 07","11-07 19","11-07 08","11-07 13","11-05 21","11-06 20","11-09 17","11-08 00","11-06 06","11-05 04","11-09 18","11-03 13","11-03 22","11-05 12","11-09 06","11-05 01","11-05 08","11-07 22","11-10 03","11-05 15","11-10 10","11-06 17","11-06 05","11-06 14","11-07 11","11-09 02","11-09 07","11-07 00","11-06 16","11-04 23","11-11 05","11-12 01","11-04 15","11-10 07","11-10 14","11-04 12","11-08 17","11-06 10","11-08 06","11-08 11","11-10 19","11-10 08","11-06 21","11-08 04","11-07 03","11-11 01","11-08 22","11-05 00","11-07 14","11-10 20","11-11 08","11-09 13","11-05 22","11-06 02","11-11 15","11-04 08","11-07 07","11-05 19","11-07 18","11-04 03","11-05 07","11-04 14","11-05 14","11-05 13","11-06 11","11-11 19","11-05 02","11-11 04","11-06 22","11-11 23","11-07 09","11-09 19","11-09 16","11-08 01","11-04 19","11-09 23","11-12 02","11-05 03","11-10 02","11-11 12","11-09 05","11-07 05","11-06 15","11-08 15","11-11 22","11-03 14","11-06 04","11-10 13","11-04 20","11-09 08","11-08 23","11-07 06","11-05 23","11-09 01","11-07 15","11-04 01","11-11 16","11-07 04","11-08 05","11-04 04","11-07 17","11-08 16","11-05 18","11-10 21","11-08 12","11-11 21","11-06 03","11-11 10","11-09 12","11-05 20","11-06 09"
"12113","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"12114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","6","","","","8","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","6","","","","","","","","","","","","","",""
"12116","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","1","","","","","","","","1","","","","","","","","2","","","","","2","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","",""
"12117","","","","","2","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","1","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","1","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","1","1","","","","","",""
"12119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"12122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12123","1","","","1","","","","","","","","","","","","","","3","","2","","7","","","","","","","","1","","","2","","","","","","","","","","","","8","10","","","","","","","","","","","","1","","","","","","","","","","1","","","1","4","","","","1","","","","","","","","","","","","","","","","","","","","2","","","","2","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","1","","","","","","","","","","","","4","","1","","1","","","","","1","2","1","","","","","","","4","","","","5","","","","11","1","","","","","","1","","2","","","","17","","","","7","","","","","",""
"12124","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","2","","","","","","","","","","","2","","2","","","","","","","","2","","","","","",""
"12127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12128","2","","","","1","","","","","2","","","","","","1","","4","","","","1","","","","1","","","2","1","","1","2","","","2","","","","2","1","","","","","","","","1","","1","","1","","","","","2","","","","2","1","","","","","1","","","","","","","","1","1","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","1","","","","","","","","1","1","","","","","1","","","1","1","","","","","1","1","1","2","","","1","","","","1","","","2","","","","","","1","1","","","","","","","1","","","","","","","","1","","","","","3","2","2","","","","1","","","","","","","1","","","1","","","2","3","",""
"12130","","5","","2","2","1","","4","1","1","","7","1","5","","","6","15","","1","1","1","","","1","6","","2","4","2","","2","3","6","7","","4","10","","2","2","1","2","1","5","5","3","4","","","4","2","","","","","13","2","","","","7","4","4","","1","2","9","1","5","1","","","","","4","","","1","15","4","6","1","","2","2","","","7","","","1","1","","","18","","","3","5","","","6","","","","","9","8","1","5","5","10","","1","","","2","1","4","1","18","1","11","","2","2","","4","3","2","","1","","3","","4","4","2","2","3","","3","2","","","1","1","","3","26","","4","3","5","7","1","3","5","","2","","1","15","1","","3","2","1","2","","8","2","1","","","4","17","2","1","","7","1","2","","3","1","","","","","2","6","2","2","3","4","2","3","2"
"12132","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"12133","","","","","","","","","","","","","","1","1","","","","","","1","","","","1","","","","","","","","","","","1","","","","","","","","","","","1","","2","","","","","","","","","","","1","","","","","","1","","","","1","","","1","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","2","","","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","1","","","","","1","","","1","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","1","","","","",""
"12134","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","1","","2","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"12135","4","1","2","2","1","","2","3","1","2","","1","","1","","","","3","1","2","","","","4","8","1","4","3","2","2","","","","","3","","","","1","4","","1","","","1","2","","3","","1","","1","3","1","","","","","","","1","2","1","","","2","","2","","3","","4","","","1","1","2","1","1","1","","1","2","","1","1","1","","1","","1","1","2","2","2","4","","","","","","","1","","1","2","2","","","3","","1","2","2","","","3","10","3","","2","1","1","1","","4","3","","1","2","1","1","1","","2","1","2","1","3","2","3","2","","3","1","","1","","2","1","1","1","5","","","","","4","","","5","3","1","3","","","1","","1","1","","2","","2","","","7","3","","","","","1","1","","1","1","","","","4","1","2","1","3","","1","3","1","7"
"12137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","1","","2","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","1","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"12139","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","2","","","","","","","","","","","","","","","1","","","17","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1"
"12141","1","","","","","","3","","","1","","","2","","","","1","","1","2","","","","","","1","","","2","1","1","","1","","","","","","","","","1","","","","1","1","2","1","","","3","1","","","1","2","1","","","","","","","","1","","4","","2","","1","","","","","","","2","","","","","1","","4","","","2","","","","","","","","","1","","","","","2","","","","","","","","2","1","","1","","","","","","","","","","","","","4","","1","","","","","","","","","1","","","","","","2","1","","","2","","","","","","1","","1","","2","","1","","","","2","","","","","","1","","2","1","","","3","","","","","","","","2","","","","","","","","","1","","","","4","","","1"
"12142","","","","1","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12144","","1","","2","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","2","","","","","","","","","","","","","","","","","",""
"12145","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12146","","","","","","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12147","","2","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","2","","","","","","","","","","","","","","","","","","1","","","","1","","","","1","","","","1","","","","","","","","","","1","1","","","","","","","","1","1","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","1","1","","","","","","","","2","1","","","","","","","","","1","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","1",""
"12148","1","1","","1","2","1","","3","1","1","","1","2","1","2","","3","","1","3","1","","","","","6","","2","2","","2","1","","2","1","1","","2","1","","1","","","1","2","2","","1","1","3","1","1","1","1","","","1","","1","1","1","1","1","1","1","2","3","","","3","1","1","3","","","1","3","2","1","1","1","1","1","1","","","","","1","2","","2","","","1","1","1","1","","2","","","2","1","","2","1","1","2","2","1","1","3","3","","2","2","","","","3","","1","1","1","","","","3","2","1","2","1","","1","2","2","4","2","","3","1","","3","2","1","","","2","2","2","2","1","1","","2","1","1","1","1","2","","","1","","","2","","1","","2","1","","3","","1","","2","1","1","","4","2","2","","2","1","","","","","3","2","1","1","","1","2","2",""
"12149","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","",""
"12150","","","","","","","","2","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","2","","","2","","","1","","3","4","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","3","","","2","","","","","","","","","","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","2","1","","","3","","","","","","","","4","","","","1","","","1","","","","","","","","","","","","3","1","","","","1","","","","","","2","","","1","","","","","","5","","1","","","","","","4","","","","1","","","","","","1","2","","","2","","","",""
"12151","","","","","1","","","","","","","","","","2","","","","","1","","","","","","","","","","","","","","","","","","","","1","","6","","","","","1","","","","","2","2","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","1","","","5","1","","","","","","","","","1","","","","","","","","","3","","3","2","","","","","","","1","","","","","","","","1","1","1","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","1","","","","","","1","4"
"12154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12155","1","","1","3","","","3","2","","","","","","1","","1","","3","","2","","","","","2","5","","","4","1","","","","","3","","","1","","","7","2","","","2","3","","","","1","","","","5","","","","","","","","1","1","","1","","1","2","","","","2","","","","","","","","3","","","3","","","1","","","1","","","","2","2","1","1","","","","","","","","","","","","","","","","","","3","","","","","","","","2","","1","","","2","","1","4","","","","","","","","","1","","","","","4","","","2","","","","5","2","","2","","","","","3","","","","","2","","","","","3","","","","3","","","","","2","","","","","","","","1","","","","1","1","1","","","","","3","","1","1"
"12156","2","","1","","2","","2","4","1","25","","1","","","","","","15","2","2","","1","","","2","","","","","","","10","1","","7","","","2","","","1","5","","","1","","2","2","","1","","1","3","2","","","","","","","","4","4","","","3","","","1","2","2","7","","","","8","","","","13","","","","","","1","","","3","","","3","4","3","4","2","","","","1","","","","","","1","1","","3","5","","","","3","","","1","1","1","","","","","19","1","","","","1","","","2","","","","3","1","4","","5","","","","","2","","1","1","","","","","","1","1","","","1","","3","1","1","1","","","","","","24","","2","","1","2","","","24","1","2","","1","","","2","","3","","","","1","","","","","4","","13","","","5"
"12160","","","1","","","","1","","1","","","","","","","","","","","","","","","","1","2","","","","","","","2","4","","","","","2","","","","","","","","","4","","","","","","","","","","","","","2","","","","","3","","","","4","","1","3","","","","","","","","","","","","","","","","","","","2","1","3","","","","2","","","","","","","","","","","","","","4","","1","","","1","1","","","","2","","","","","","","","","","","","","","","","5","","","","5","2","","1","","1","","","","","","","5","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","2","","","","","","","2",""
"12161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","1","","","1","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12165","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"12166","1","","","","","","","","","","1","","","","2","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","4","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","1","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","",""
"12167","1","","","1","","","","1","3","","","","","1","","","5","1","1","1","","2","","","5","","","","14","","","9","1","","","1","","3","","","1","","","","1","","","","1","","2","","","1","","2","","","","","","","2","","","2","","1","","","","","","","","3","","","","","","","14","","","9","","","1","","","","","2","1","2","","","","","","","","","5","3","","1","","5","","2","4","2","","","","3","","","","","","1","3","","3","","5","1","2","","","","","","","","","","","","2","","","","1","","","","5","","2","1","3","","","","3","1","","1","","","6","","","","2","","","","2","14","","","3","","7","8","","4","","","","","","","","","","","","","","","4","1","1","8"
"12168","","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","2","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","1",""
"12169","","","","","","","","","","2","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","2","","","","","1","","","","","","","","","","","2","","","","","","","","","","","1","","","","","","","","","","4","","","","3","","1","","","","","","","","","","","","","","","","1","","2","","",""
"12170","","","","1","","","","","2","5","","2","","","","","","","","2","","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"12171","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12172","","","","","","","","","","","","","","1","","","","1","","","","1","","6","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","","1","","","1","","","","","","","","","1","","","","","2","","","","1","","","","","","","","1","","","","","","","","","4","1","","1","","","","","","","","2","","","","","","","","1","","","","","","","1","","","","","","","","","","","1","","","","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","2","",""
"12173","","","","","","","","","","","","","","2","","","","1","","","","1","","","","4","","","1","","","","","","3","","3","","","","20","","","","8","","","","","","","","","","","","","4","","","1","","6","","","","","2","","","3","","","","","1","","","2","","","","11","","1","2","","","3","","","","","","","2","","","","1","","","1","","2","1","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","1","","","","6","","","","","","","","","2","1","","1","","","","","","","","2","","","","","","","","2","","","","","","1","","6","","","","","","","","","2","","","","","","1","","","","","","4","",""
"12174","1","","","3","1","","1","","","","","","","","2","","","1","","","","","","","3","1","","","1","","","1","","","5","","","2","","4","","","","","1","6","3","","","","","","1","1","","","","","2","","","","","","","2","","1","","","2","","1","","","2","","","","","","","","1","","","","","","","1","","","","","","","","","1","","","","","","","","","2","1","","","","","","","","","","","1","1","","","","","2","","1","1","","","","","4","","","","1","1","2","","","","","","","1","","1","","","","","1","","","","","","","2","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","1","","","","3","1","","","3","",""
"12177","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","8","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"12178","1","","4","3","","","3","7","","4","","2","","","1","","","8","","1","","","","2","1","7","","4","2","2","","","4","","5","","","6","","1","1","","","","3","3","1","","2","","","","","","","1","8","","","","2","15","","","","","7","5","3","10","","4","","5","","5","","1","","1","","","","","1","7","","","1","1","2","1","2","","","","","","1","","","","3","2","","","3","","2","1","2","","22","3","","","3","","2","","1","","1","4","10","1","","1","3","","1","4","1","","","1","1","2","","","","","","4","","","","2","","","2","8","1","","2","","","2","","","","","1","7","","","","","17","","","3","2","1","","","1","1","","2","3","","","2","","1","","","2","2","","4","","","2","","7","","4",""
"12180","1","","1","","","","","2","","","","1","","","","","","","","","1","","","","2","","","1","","1","","","","","1","","","","","","","","","","","1","","","","","1","","2","2","","","1","","","","","1","","","","","1","","2","1","","1","2","","","1","","","","","","1","1","","","","","","","","3","","2","","","","","","","","","","","","1","","","","","2","","","1","1","","","","2","","","","","","","","3","1","","","","","1","3","","","","","","","1","2","","","","1","","2","","","","","","2","","1","","1","","","","1","2","1","","","","","","1","","","2","","","","2","","1","","","","","","","","","","","","","1","","2","","","","","","","1"
"12183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"12184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"12186","","2","","","","1","1","3","1","","","2","","","","","","4","","","2","","","","","3","","3","1","1","","4","","4","5","","1","","1","","","","","","","","","4","","2","","","","","","","","","","8","2","","1","","","","1","7","","","","1","1","2","","","","2","","","","","","","","2","","","1","","","4","2","2","","1","","","","1","","","2","","","","","","2","","","","3","2","","","","2","","2","","","","2","","","1","","","","","","","","5","","","","","2","2","3","3","","1","","2","","","","","2","2","2","","","4","","","","","1","","","1","","","3","2","","2","","","1","","4","","","","","","3","","","","","5","","","","1","1","","","1","4","","6","1",""
"12188","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12191","","","","","","","","","","1","","6","","3","","","3","3","6","4","","1","","","1","13","1","","","","","6","1","1","","4","","","","2","2","","","","11","","3","2","","","","","","","","1","","2","1","","","","","","","3","","7","","","","","","","","3","1","33","2","","2","3","6","","","3","","","","","4","1","1","4","","","","","","1","","","","3","","","1","","19","6","1","","1","2","1","","","","3","","","2","","1","6","","2","","","","","","","1","4","5","","3","","","4","1","","","","","","","","","","9","1","","","1","","1","1","2","","","","","","","","","1","","","2","7","6","","","7","","1","4","1","","","2","","","","1","","","","8","","","","1","7","4","",""
"12192","","","","","","","","","","","","2","","","","","","","","","","","1","2","","1","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","3","","","","","","","1","","","","2","","","","","","7","","","","","","","","","2","","7","2","","","","","","","","","","","","","","","","","3","","","10","","","","","","","","","","","","","","","","1","","","4","","","","","","","","","","","","","","","","","","","","3","","","","","2","2","","1","","","2","","","","","","","","3","","","2","","","","","","","","","","","3","","","","","","","2","","","","","","","","","","","","","","",""
